id,status,clinical_date,notification_date,recovery_date,removal_date,vacc_date,longitude,latitude,area_h,n_total
0,NIL,NA,NA,NA,NA,NA,153.02197791264726,-27.733581610271173,766.2864589317484,136
1,NIL,NA,NA,NA,NA,NA,152.72015280331829,-27.11020956247772,283.8486126354708,263
2,NIL,NA,NA,NA,NA,NA,152.68599566652045,-27.06255810323963,147.6575120509245,212
3,NIL,NA,NA,NA,NA,NA,153.04357650028402,-27.558742976822256,117.19277991360858,384
4,NIL,NA,NA,NA,NA,NA,152.83677153023115,-27.742113387553022,149.7871493466159,452
5,NIL,NA,NA,NA,NA,NA,153.1460163007074,-27.602911192868625,298.5935727682606,357
6,NIL,NA,NA,NA,NA,NA,151.26395445711825,-28.464812882558206,128.24808943477538,269
7,NIL,NA,NA,NA,NA,NA,151.20691166331096,-28.81447223213666,324.81782201799103,332
8,NIL,NA,NA,NA,NA,NA,151.43368472882685,-28.327667094949078,51.23850971014078,888
9,NIL,NA,NA,NA,NA,NA,150.663730568767,-33.460701349990416,88.04250316438248,898
10,NIL,NA,NA,NA,NA,NA,150.88668218585377,-34.045350752256155,32.088583262016286,372
11,NIL,NA,NA,NA,NA,NA,150.85039355541426,-33.62709423427826,83.56639025643194,229
12,NIL,NA,NA,NA,NA,NA,150.81851118069216,-33.40989076617795,26.028734760895837,385
13,NIL,NA,NA,NA,NA,NA,150.53575588704342,-34.011882066870285,140.42226940303817,591
14,NIL,NA,NA,NA,NA,NA,151.111939506115,-33.6941509335647,234.5486927999985,502
15,NIL,NA,NA,NA,NA,NA,146.0850383725222,-34.564806009059865,191.41991763501636,316
16,NIL,NA,NA,NA,NA,NA,145.83085185098545,-34.05335173421787,178.81028097429345,138
17,NIL,NA,NA,NA,NA,NA,146.31302922596768,-34.628632672727385,103.17810882430166,346
18,NIL,NA,NA,NA,NA,NA,150.94486242994492,-32.63234797411114,314.3867743620837,868
19,NIL,NA,NA,NA,NA,NA,150.66843327128663,-32.260857035221065,354.6337763226094,464
20,NIL,NA,NA,NA,NA,NA,151.4923970920239,-32.44286423400253,154.83718979394823,309
21,NIL,NA,NA,NA,NA,NA,150.6315735202314,-33.645908953125826,167.38321403341766,196
22,NIL,NA,NA,NA,NA,NA,151.06534271216475,-33.75460640780241,76.5984240650058,351
23,NIL,NA,NA,NA,NA,NA,150.93886111850207,-33.66299007563495,279.3446920774799,396
24,NIL,NA,NA,NA,NA,NA,151.16371212469517,-33.61605745738638,94.24468634538366,306
25,NIL,NA,NA,NA,NA,NA,151.3837927261332,-33.30775185365873,121.49402569338747,212
26,NIL,NA,NA,NA,NA,NA,151.01738753979583,-33.6986404231626,48.73739025594742,392
27,NIL,NA,NA,NA,NA,NA,150.9827459233739,-31.10534858354042,53.73830133606251,270
28,NIL,NA,NA,NA,NA,NA,151.32756338709282,-31.34753101165157,82.15496160820697,66
29,NIL,NA,NA,NA,NA,NA,150.69491062350232,-30.782983155756355,90.25059559061823,382
30,NIL,NA,NA,NA,NA,NA,150.99436077037268,-31.212219224803604,24.86336739202476,420
31,NIL,NA,NA,NA,NA,NA,150.6612592585722,-30.81259459882049,66.04343976594754,321
32,NIL,NA,NA,NA,NA,NA,151.00548230540872,-31.477687167675967,52.69305492029952,519
33,NIL,NA,NA,NA,NA,NA,151.1581757686135,-31.062099685710628,72.72430169808509,428
34,NIL,NA,NA,NA,NA,NA,150.8912867290471,-30.940481619376374,62.55037281939649,336
35,NIL,NA,NA,NA,NA,NA,150.83262008154264,-31.15655935999912,32.27940425106566,583
36,NIL,NA,NA,NA,NA,NA,150.72462981527076,-31.245073613199345,68.13224562593572,534
37,NIL,NA,NA,NA,NA,NA,150.78806906203243,-31.397544864388323,39.59031646261377,493
38,NIL,NA,NA,NA,NA,NA,150.89399169859956,-31.29085605806375,21.63936526383264,152
39,NIL,NA,NA,NA,NA,NA,151.080072345541,-31.26959397999384,62.13066389233124,194
40,NIL,NA,NA,NA,NA,NA,150.51943071362314,-31.373176616284805,73.26905693781539,54
41,NIL,NA,NA,NA,NA,NA,151.14321483328968,-30.922710829736175,84.1171476798869,143
42,NIL,NA,NA,NA,NA,NA,150.87864081669215,-31.487229462040112,23.850858514500764,159
43,NIL,NA,NA,NA,NA,NA,151.36611580958885,-31.16048339291097,24.887199481146475,322
44,NIL,NA,NA,NA,NA,NA,151.25464776048744,-31.220014695554134,19.642517788121463,156
45,NIL,NA,NA,NA,NA,NA,151.0806081280968,-31.276064125349578,105.61476778033817,303
46,NIL,NA,NA,NA,NA,NA,150.4286447093328,-31.245862582671307,16.717084424845808,103
47,NIL,NA,NA,NA,NA,NA,151.31155115033374,-31.15685824440026,17.01706014684142,381
48,NIL,NA,NA,NA,NA,NA,151.09083983054,-31.411492841874214,197.81146644032518,460
49,NIL,NA,NA,NA,NA,NA,150.8690317767822,-31.43064719059508,36.743398038374714,42
50,NIL,NA,NA,NA,NA,NA,150.8217647006657,-31.45611274271895,31.87610508618687,221
51,NIL,NA,NA,NA,NA,NA,150.8597855648797,-31.529950005308194,21.490361527762218,225
52,NIL,NA,NA,NA,NA,NA,151.53237397670938,-32.94186448703029,130.45056424522505,34
53,NIL,NA,NA,NA,NA,NA,152.08842127000423,-32.59940406540574,44.311161058838856,93
54,NIL,NA,NA,NA,NA,NA,151.76328208489946,-32.707758842645575,18.542303452414,193
55,NIL,NA,NA,NA,NA,NA,151.37039557170232,-33.00537223027458,105.17926784042788,145
56,NIL,NA,NA,NA,NA,NA,151.38393014908434,-32.90938796189891,112.05918669934823,63
57,NIL,NA,NA,NA,NA,NA,151.93471987422578,-32.48285760890751,22.605613562841427,249
58,NIL,NA,NA,NA,NA,NA,151.45405777812914,-32.98125098523843,83.75179136504572,31
59,NIL,NA,NA,NA,NA,NA,151.3931578082972,-32.6998706608755,36.46918816739038,133
60,NIL,NA,NA,NA,NA,NA,151.88678397376276,-32.54059312740527,76.46483475336676,90
61,NIL,NA,NA,NA,NA,NA,151.35143801917184,-32.685914431798196,51.54220189127711,47
62,NIL,NA,NA,NA,NA,NA,151.6874319873508,-32.704330052607645,15.707924031487742,130
63,NIL,NA,NA,NA,NA,NA,151.92884054011,-32.752574405421484,71.9062353170711,82
64,NIL,NA,NA,NA,NA,NA,151.7236314532507,-32.92519876510357,53.149855197871176,28
65,NIL,NA,NA,NA,NA,NA,152.06174594445582,-32.576409416827644,27.033268092868926,62
66,NIL,NA,NA,NA,NA,NA,151.4407461257544,-32.944061843425075,56.638623154295054,76
67,NIL,NA,NA,NA,NA,NA,151.41189013442943,-32.79591882143758,317.3029975604775,42
68,NIL,NA,NA,NA,NA,NA,151.97423614081356,-32.477800728957504,13.389047169635012,97
69,NIL,NA,NA,NA,NA,NA,152.01684107127477,-32.49078215673224,49.3433731215776,168
70,NIL,NA,NA,NA,NA,NA,151.66678224869526,-32.440035494749424,37.98350705470374,129
71,NIL,NA,NA,NA,NA,NA,151.98586399702054,-32.6019037013325,31.16626285234273,20
72,NIL,NA,NA,NA,NA,NA,151.75293502338485,-32.70342736684752,24.55792676398126,53
73,NIL,NA,NA,NA,NA,NA,151.56265083362337,-32.73724356604041,66.43325254803575,172
74,NIL,NA,NA,NA,NA,NA,151.594714899674,-32.603975250722016,120.8036465833854,67
75,NIL,NA,NA,NA,NA,NA,152.0792540930663,-32.59801421896444,31.898654729108664,114
76,NIL,NA,NA,NA,NA,NA,151.15605490660263,-32.68215045447971,44.67600009731564,35
77,NIL,NA,NA,NA,NA,NA,145.64902353261672,-17.148785785342273,16.316413174534656,10
78,NIL,NA,NA,NA,NA,NA,145.11178432512105,-17.007353073844584,9.81678880152641,10
79,NIL,NA,NA,NA,NA,NA,145.3446163357205,-16.99316851209312,15.237685889990448,10
80,NIL,NA,NA,NA,NA,NA,145.74699557872572,-16.914190254155002,14.130632541140384,10
81,NIL,NA,NA,NA,NA,NA,145.75307463744042,-16.859599974884475,15.395757604455232,10
82,NIL,NA,NA,NA,NA,NA,145.4915056881232,-16.710006768568668,17.35839147758527,10
83,NIL,NA,NA,NA,NA,NA,145.71994497535502,-16.99449609099704,5.064455541572232,10
84,NIL,NA,NA,NA,NA,NA,145.09309719532246,-16.94948685782642,17.685030732946885,10
85,NIL,NA,NA,NA,NA,NA,145.3494514070075,-16.57199405485721,8.53744865220229,10
86,NIL,NA,NA,NA,NA,NA,145.40919985105916,-16.57294843010196,4.785845426828516,10
87,NIL,NA,NA,NA,NA,NA,145.3768957485874,-16.729658597978382,20.733213529061878,10
88,NIL,NA,NA,NA,NA,NA,145.18613030054047,-17.355896994439682,18.14311656359539,10
89,NIL,NA,NA,NA,NA,NA,145.41198147834356,-16.64614940644795,3.1719531625407784,10
90,NIL,NA,NA,NA,NA,NA,145.11119982952323,-16.801927386240152,1.8600684139283858,10
91,NIL,NA,NA,NA,NA,NA,145.81483572938743,-17.069053183683625,7.765685582450089,10
92,NIL,NA,NA,NA,NA,NA,145.12105096959505,-17.011729148307328,13.070062101049276,10
93,NIL,NA,NA,NA,NA,NA,145.67537885815503,-17.374171314040904,9.940434946711747,10
94,NIL,NA,NA,NA,NA,NA,149.50105142914114,-34.96585969126447,4.105336109744309,125
95,NIL,NA,NA,NA,NA,NA,150.10808743339544,-34.59153108134052,35.837350072361815,113
96,NIL,NA,NA,NA,NA,NA,149.66514997116087,-34.476986918305855,8.259061954137177,197
97,NIL,NA,NA,NA,NA,NA,149.33518012482568,-34.94974178648468,5.665428604778121,105
98,NIL,NA,NA,NA,NA,NA,149.91537404984052,-34.58122342398623,32.94897220957805,167
99,NIL,NA,NA,NA,NA,NA,149.89232644230884,-35.13110689083469,8.497824044097353,135
100,NIL,NA,NA,NA,NA,NA,149.47444007897468,-34.94714673056565,9.613710856786819,97
101,NIL,NA,NA,NA,NA,NA,149.7753821685243,-34.60639026211268,136.86375728265642,109
102,NIL,NA,NA,NA,NA,NA,149.57942136036087,-35.04421818398548,21.384593693513928,96
103,NIL,NA,NA,NA,NA,NA,149.25977202384772,-34.657336300992164,9.263077786996625,42
104,NIL,NA,NA,NA,NA,NA,149.6979316607984,-35.08207685237515,10.31536073434061,186
105,NIL,NA,NA,NA,NA,NA,150.120583393344,-34.952824866004136,3.9417825204775423,145
106,NIL,NA,NA,NA,NA,NA,149.2021768621588,-34.68593402486155,8.038162882857693,36
107,NIL,NA,NA,NA,NA,NA,149.46319308428681,-35.10883880463082,13.585396371797456,214
108,NIL,NA,NA,NA,NA,NA,149.5224761540891,-35.030135615601196,5.953206630476373,358
109,NIL,NA,NA,NA,NA,NA,149.5356867702775,-34.93243971409258,9.979373528385036,362
110,NIL,NA,NA,NA,NA,NA,150.07818949139272,-34.63380235545118,27.142646921382042,210
111,NIL,NA,NA,NA,NA,NA,151.33708615627432,-33.14893021815844,32.96882721474482,9
112,NIL,NA,NA,NA,NA,NA,151.58606755308614,-32.726047067972274,8.503217865781249,3
113,NIL,NA,NA,NA,NA,NA,151.50657656996043,-32.624341434565125,8.239011890070293,75
114,NIL,NA,NA,NA,NA,NA,151.3629352041491,-33.302438088338505,4.117290902182278,72
115,NIL,NA,NA,NA,NA,NA,151.50845032184012,-33.19211035045885,6.55487793171574,32
116,NIL,NA,NA,NA,NA,NA,151.17007639730576,-32.909855105810145,3.7721895919055624,134
117,NIL,NA,NA,NA,NA,NA,151.58270626354093,-32.7286690090416,5.323081250427478,12
118,NIL,NA,NA,NA,NA,NA,151.44026912728236,-32.752325354000604,4.213335361760115,75
119,NIL,NA,NA,NA,NA,NA,151.44794076843021,-32.70087773964149,14.516531242055464,25
120,NIL,NA,NA,NA,NA,NA,151.43278876446774,-32.628674273779765,11.094022218511853,24
121,NIL,NA,NA,NA,NA,NA,152.02288245887354,-32.629398947361295,9.133807496348144,168
122,NIL,NA,NA,NA,NA,NA,151.6286733900509,-32.93850937423234,22.877302958264753,57
123,NIL,NA,NA,NA,NA,NA,151.61885387641445,-32.94427098390452,8.917999968693685,20
124,NIL,NA,NA,NA,NA,NA,151.24199672179958,-32.932973896222265,46.87623662726509,1
125,NIL,NA,NA,NA,NA,NA,151.3606676359949,-33.202118443874625,13.975053237060289,100
126,NIL,NA,NA,NA,NA,NA,151.16786135345043,-32.97535141817532,10.038947978302772,141
127,NIL,NA,NA,NA,NA,NA,151.22591056177637,-32.796801132771016,23.350273608745518,162
