id,status,ip,exposure_date,clinical_date,notification_date,removal_date,recovery_date,vacc_date,region,county,cluster,xcoord,ycoord,area,type,total
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.33487788382365,-30.077195295265454,2124.5854620604473,farm,148
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.71327447107717,-29.692820974541373,538.3112282198372,farm,90
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.3199816004722,-33.64153794371395,130.78786742154634,farm,30
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.62212345804943,-33.52960210559728,149.65260027705932,farm,60
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.8563352735736,-32.09822228732288,1076.9266563607073,farm,211
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.10030034627698,-33.02667086855615,435.8324450133985,farm,74
6,IP,45,25/10/2024,12/11/2024,03/12/2024,04/12/2024,NA,NA,NA,NA,NA,148.52891126570847,-31.539805645888904,89.8729537863115,stud farm,546
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.13532220981892,-29.89076461976886,384.65521460229274,farm,81
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.93747766440856,-33.51572520934211,469.5863179858255,farm,99
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.43375045581354,-29.39051253413215,126.7681883748446,farm,45
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.08668135887348,-29.938310461774826,1108.850178788006,farm,173
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.75116459413232,-33.529711654038216,2040.3005995120702,farm,81
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.48097252260618,-31.449800707419023,184.76698704932542,farm,42
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.02519367523527,-31.117422028898368,911.357645988092,farm,96
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.75629514136625,-33.22540844239546,681.7516081823184,farm,73
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.7345888239747,-32.00977550113033,83.44845973768639,farm,25
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.1937924941698,-31.586861325149588,32.6046415335982,farm,5
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.25594564499684,-30.61338535069936,318.47474490329347,farm,54
18,IP,251,03/12/2024,11/12/2024,15/12/2024,16/12/2024,NA,NA,NA,NA,NA,148.7597156932718,-31.304507180502426,319.3827545296653,farm,47
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.7762693764312,-33.68759437629406,548.0081657859273,farm,121
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.81944106280542,-31.60872272010803,249.27224502347144,farm,72
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.74911865586984,-33.94321896022073,1629.9134392258188,farm,171
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.47560384494736,-31.34245419618138,71.1618445124524,farm,10
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.5956023941099,-33.010570784508204,292.0882570813101,farm,48
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.55551549408852,-32.466589663799226,174.18953863916298,farm,49
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8286034698578,-32.415817319785944,949.8033835717017,farm,143
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.46647206274858,-32.70972372688925,421.73357533741597,farm,62
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.6374558960379,-32.05974126222845,81.75900559519972,farm,47
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.18020790371918,-29.60681692162389,124.54691353500567,farm,18
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.08100681325024,-29.2664106251695,535.0200189723947,farm,43
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.67615338279916,-29.044856179469,109.23130767792514,farm,32
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.3077065207314,-29.33937203615337,96.74792077359588,farm,41
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.78168350256811,-30.985450833686386,110.40053967595178,farm,12
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.1669040940981,-30.75937076933561,460.39637879388476,farm,80
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.476245147427,-33.36460650892166,468.36235731125095,farm,73
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.69996062064098,-29.134944244552774,107.19042872074485,farm,16
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.95241973667783,-31.986024270117824,710.5195005097655,farm,102
