id,status,ip,exposure_date,clinical_date,notification_date,removal_date,recovery_date,vacc_date,region,county,cluster,xcoord,ycoord,area,type,total
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.44914431201312,-32.52641436288319,41.546413283075985,farm,8
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.87868175246157,-31.649760014906754,454.8980410061728,farm,90
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.75214535040902,-32.35495593282094,25.607916164316492,farm,5
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.91797186015617,-31.90408884052848,218.84134703430638,farm,43
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.30595900683318,-31.650934925800847,57.96612040908012,farm,11
5,NA,NA,25/10/2024,NA,NA,NA,NA,NA,NA,NA,NA,150.91648925162292,-32.23545542835636,889.3979663299402,stud farm,177
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.53201777276462,-32.59516510872864,601.6310684011814,farm,120
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.81723488406516,-32.3169086830459,44.58208464869339,farm,8
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.31131129325314,-32.29069715891356,174.3088497206718,farm,34
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.4630541331293,-32.217035107317145,14.363403787401243,trader,5
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45511083968032,-32.23886285225588,37.21027914966673,abbattoir,7
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.33771684622292,-32.28855714425012,12.16776495726021,farm,5
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.32535425373743,-32.33723968980938,4.214928472442657,farm,5
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.35859320206777,-32.052814078227335,185.5441920673998,farm,37
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.48459459374138,-32.47762891622935,1431.7581473448495,farm,286
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8151380729999,-32.39090495160196,1034.7798383934273,farm,206
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.33582990686816,-32.349699167346174,160.86024350942245,farm,32
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.7245931475647,-32.17105315780267,167.54272218516266,farm,33
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.80474581927854,-31.915715711035432,151.19277159113614,farm,30
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.2667239146993,-31.83721277543612,1329.7377258881145,farm,265
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.88695809000177,-32.392931563498315,340.7964784776281,farm,68
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8678572755735,-32.19790245335421,773.0014305541166,farm,154
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.43834328745234,-32.55530547828815,7.452518677855988,farm,5
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8055047855962,-31.84575232444027,33.89977840682275,farm,6
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.61318715761038,-32.60298146453832,57.793814144126095,farm,11
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.3926561675616,-32.30236327698344,126.40073392426062,farm,25
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8795696785258,-31.857845062159925,29.21185989282144,farm,5
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.42296108468105,-32.105789820533104,3467.0309506433427,farm,693
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.4690272959086,-32.20220505260477,232.23370830486635,saleyard,92
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.35769815049534,-32.52573842028724,903.2145989292637,feedlot,361
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.7417012326419,-31.941534610684926,76.89589684672954,farm,15
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.34806952660148,-32.076621719664914,464.3364769655619,farm,92
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.40545786099312,-32.473820634988556,103.13813102137284,farm,20
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.29094256327545,-32.36155573233302,49.83073180202557,farm,9
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8071041652662,-31.617016148575495,164.10140490951525,farm,32
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.0677734561986,-32.04194153655981,107.07706463824131,farm,21
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.87740408763847,-32.281305460688955,9.633034768824208,farm,5
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.318146500054,-32.33615696565885,15.58389461408867,farm,5
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.7344515158793,-31.789639583101398,647.9276287761838,farm,129
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.3097995831471,-32.43379740088345,621.3712418718144,farm,124
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.90285179416912,-31.805892587480585,182.41705695486527,farm,36
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.33715328881624,-32.01971230761556,9.510970403530767,farm,5
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.86634499060995,-32.60714209287572,315.4711869060391,farm,63
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.55457205547276,-32.206041152586344,297.15155120871236,farm,59
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.3191882528734,-32.33535378780361,22.811893285900652,farm,5
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.53984399696202,-32.316328957396735,298.20272535151656,farm,59
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.33136207027314,-32.27239679312056,184.17623735781805,farm,36
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.56882395214973,-32.25778697444813,118.41327554719157,farm,23
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.87307135132582,-31.89347423602187,203.18765257369364,farm,40
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.71694460187786,-32.27736788179115,38.85120957131361,farm,7
