id,status,ip,exposure_date,clinical_date,notification_date,removal_date,recovery_date,vacc_date,region,county,cluster,xcoord,ycoord,area,type,total
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.4672729267578,-31.84921890674283,109.81526637592283,farm,20
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.33054894152156,-33.645326066124085,294.7901442769094,farm,65
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.48067967268645,-29.517823393734858,111.18280592135137,farm,18
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.09261190872715,-29.389720055100213,444.47441610332015,farm,59
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.75822259467867,-31.503356718979866,187.5484768034656,farm,31
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.50929098874707,-33.66533224687144,2092.0695466474217,farm,341
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.72334054308914,-33.30491096109456,233.34822980778767,farm,42
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.715069632915,-31.876864494190066,293.2267898685137,farm,55
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.70888000435565,-30.57453530248426,97.16252839471096,farm,23
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.16509717668907,-29.914272589415393,638.197364313062,farm,108
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.93553816994063,-29.8487781445696,191.60633876579305,farm,51
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.6945928857743,-33.98663598566584,336.7601328339293,farm,80
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.0265613072404,-31.463767830177993,32.39057104532267,farm,4
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.75594329544168,-33.193865134542655,966.5929594412873,farm,174
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.64397407513428,-33.46475474449842,287.85680492419834,farm,43
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.8988180203524,-33.49862784265096,441.36586652591154,farm,84
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.06969609605127,-31.534386002423993,405.5625276277818,farm,115
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.42034383568085,-29.91271757305323,1176.2797858559418,farm,218
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.37858650952688,-32.165369940891644,60.1726109051504,farm,24
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.8826767389191,-30.533986449950294,468.26191740676006,farm,76
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.55958232866055,-30.589105400601184,47.06357078189999,farm,19
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.67331395807165,-33.99286987068545,644.5399516376937,farm,95
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.74201270961368,-33.96244274721239,81.61280189977748,farm,68
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.63451230719357,-31.30219528206087,164.59223625308294,farm,40
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.7845980175125,-29.638776978408583,90.96672468225472,farm,18
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.40132313100335,-30.411285839681707,75.9636796071009,farm,19
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.0479449154891,-31.781044690645118,133.17438751385842,farm,51
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.36037148914977,-33.30457595024865,498.63967945433166,farm,81
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.63561096525822,-29.380534043085177,69.81431788412466,farm,12
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.3302796147699,-29.411427517548283,234.45840516484128,farm,42
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.3282567838712,-30.718580256186858,94.27511391241077,farm,14
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.36992036867068,-29.563722167823542,54.76920349237841,farm,21
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.66442065941507,-31.288149217542404,713.274037937775,farm,128
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.9668217213532,-31.38955433966671,469.9075630651044,farm,84
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.5899414655869,-31.81752587594172,119.10791799729958,farm,83
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.79135170327294,-33.99634870222212,160.5194238806612,farm,29
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.52219349218706,-29.052529213201773,526.6935683945791,farm,78
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.8068477638485,-30.17450563255149,372.5885443903324,farm,68
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.52345100424793,-30.23938952396466,217.65268091165564,farm,47
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.53774652706306,-29.440813670677557,221.19918744825407,farm,36
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.86788705630104,-32.08114501324492,769.0257863090479,farm,113
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.7806109916377,-33.474755058283826,155.01725979959642,farm,26
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.38132660585464,-30.33017872346491,57.366257365852086,farm,12
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.98350994912806,-30.590863511861286,410.2271728681392,farm,90
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.78564144589058,-30.34903854332386,233.19414138660042,farm,42
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.99367765151993,-29.13844090342708,33.054123781141485,farm,5
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.54560611374325,-31.773678104018405,195.01785570708088,farm,54
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.36619360469018,-30.086862517659853,121.39608998514268,farm,30
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.2741457535729,-32.254438478907986,1235.7578924449476,farm,205
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.1362725522668,-29.253432308359248,139.83894097446324,farm,23
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.75388273618017,-33.03098922665855,582.3984308986425,farm,90
51,NA,NA,25/10/2024,18/11/2024,NA,NA,NA,NA,NA,NA,NA,148.14800464070632,-30.741689994079948,221.28228561535954,stud farm,432
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.71791644082793,-31.883636792910444,471.0673427264877,farm,123
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.96401774286193,-30.20438841253021,153.19667759427043,trader,166
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.59608335798765,-32.04753841204261,900.0571458975662,farm,209
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.97097184819106,-30.081149837717476,154.3154705238073,farm,29
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.09233322181802,-30.03003731783744,650.4522092939308,farm,144
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.91257830418334,-33.97925587904287,301.36507687301975,farm,68
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.45677367934758,-29.805844829281803,1319.0786009254068,farm,243
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.44525615388338,-30.338772594468253,324.23072920659376,farm,128
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.8225996689913,-33.156871109930776,432.0328558820869,farm,95
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.55433277438163,-30.229535431655478,133.3812259718744,farm,26
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.91955898709446,-31.407263706599757,358.03353983692887,farm,64
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.94470198636154,-33.461329571946024,344.04848962044815,farm,56
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.95413103329383,-30.967900721545927,150.65380936581573,farm,27
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.72657913132997,-31.22397976300163,191.68541056528014,farm,35
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.39504123551845,-32.96718168464357,283.2248013338359,farm,158
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.78829613583468,-29.713325066130867,176.0906160307716,farm,45
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.74781575788023,-29.45906135969074,146.11335014983192,farm,27
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.6635028923563,-30.421321778896996,213.64121431901103,farm,38
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.6368257436684,-30.264415562048942,291.41032459173096,farm,48
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.97443834307256,-30.873225209227446,46.41077589666705,farm,5
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.675862765535,-33.03590333938058,776.4055795104601,farm,140
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.27530512186723,-29.872662636478985,1438.9120778663114,farm,234
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.4242949986911,-30.775597798704446,31.16822706236089,farm,9
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.0030416424787,-30.494773506878534,186.4649573500345,farm,32
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.72132651732664,-32.50483639260911,35.87309808192727,farm,5
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.9036668839867,-30.91511133770267,303.7346952917724,farm,54
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.86999998763378,-33.515367281606714,335.9138481273923,farm,61
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.48169602401418,-31.68875724714655,221.92560239913664,farm,112
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.65574311310388,-30.605360692704245,17.891620813793327,farm,1
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.39615742912486,-29.638641072025443,367.63482864622256,farm,60
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.89503547009326,-30.005454929686078,87.1712461283285,farm,17
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.78125222895025,-30.641216160902964,422.3789011793243,farm,85
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.90491730026542,-33.420175612652656,828.009713452692,farm,149
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.0783186496024,-32.90461034142258,1388.9889077519406,farm,242
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.392203276548,-30.549875427512397,138.23656530859364,farm,31
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.50685480319916,-29.676079171337975,361.59859467109067,farm,75
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.60418506037502,-29.520557246931453,98.99712084386375,farm,18
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.11608386528405,-32.564413776307745,697.446307194523,farm,156
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.3484876726419,-30.336157926974508,92.27350189585694,farm,29
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.91149308722498,-31.615434262205724,113.04139988678955,farm,29
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.32415671565536,-31.42002284140446,1378.7454747442837,farm,240
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.36138674091984,-29.946831515929404,84.57681919018593,farm,23
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.6115616400495,-33.277283030166174,2187.747994010678,farm,394
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.4690803882343,-29.158501124931313,152.80360055368897,farm,24
96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.08962591546643,-31.075571363164546,115.30736041198787,farm,18
97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.72590454107768,-31.943135975744816,1886.2348462980792,farm,340
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.87606057289852,-30.461310106304644,347.4011346942611,farm,64
99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.32051268269805,-29.027714523529774,826.8542393217535,farm,135
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.46788857761817,-30.540786645684395,46.21659357150617,farm,17
101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.8279365752043,-33.70800117893069,786.2728059224826,farm,134
102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.99968170247692,-30.29363349473762,1901.502702265174,farm,320
103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.05449001093493,-31.780493948001407,255.68928997892132,farm,42
104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.89393943211826,-29.799394320987275,19.53554249594459,farm,3
105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.57567631585357,-30.455302453048787,52.766719256934884,farm,9
106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.73316000162015,-33.9712278063128,2257.9685251421056,farm,366
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.7183401336885,-31.088658481405794,465.79073603722253,farm,76
108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.30119330269974,-33.350415805819665,1031.1551010963562,trader,249
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.48107819535335,-29.92240439132868,685.3681880393061,farm,113
110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.2658962081062,-31.525766185032687,3481.2623241248557,farm,565
111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.48554298198394,-29.490960589217053,205.8502631013574,farm,39
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.4758298694224,-31.74019638447541,107.6606404499255,farm,41
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.90955380327247,-31.136255603915153,239.3596499609334,farm,47
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.6332151813114,-32.4049115305815,598.4255787999015,farm,130
115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8394052589128,-29.804502227970787,140.18515769636284,farm,25
116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.2699082537332,-32.80891026603467,311.7034911705691,farm,51
117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.15086324538248,-30.512149355213914,290.34817489297956,farm,47
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.29771933140162,-29.149835824780013,201.33524048377456,farm,38
119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.7654976891045,-30.671760701554767,141.38673439756604,farm,22
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.8776564849881,-31.133944592697812,564.5476544086373,farm,82
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.253999458006,-31.285642961726992,70.59064664402405,farm,17
122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.10956415507093,-29.05693284815889,174.26936658976743,farm,31
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.23806590595228,-31.2157590033052,84.5475321173016,farm,29
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.66693017171372,-31.023804653800312,277.70320141482074,farm,46
125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.17343834985715,-29.05282966526,41.319435467537716,farm,10
126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.91236605330462,-32.71599885915416,1144.8858467951804,farm,186
127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.7209601950617,-29.689876392119725,231.45038748397903,farm,38
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.34132830084005,-29.15907561291003,628.892046709816,farm,133
129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.5569170220397,-30.24431218001076,131.42089210672813,farm,22
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.93387317899692,-33.7485325552793,571.887186601453,farm,114
131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.84072704460405,-33.847828589673654,1154.916019507887,farm,249
132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.1974877296662,-33.84213524012006,585.5512442780896,farm,104
133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.75093381436517,-33.08334481254406,240.68388106317448,farm,40
