id,status,ip,exposure_date,clinical_date,notification_date,removal_date,recovery_date,vacc_date,region,county,cluster,xcoord,ycoord,area,type,total
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.2729231732343,-31.77490258987882,131.76514151779037,farm,28
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.19716895420882,-31.674338871953417,171.08417182724676,farm,34
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.34090796374986,-32.140305286634934,83.58197327621488,farm,15
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.28594159971755,-31.99445499880165,47.13019278177395,farm,7
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.09369097613157,-32.46678835323229,1439.7011310784505,farm,259
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.3339665894169,-32.177108503500435,234.4816347678377,farm,46
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.33044991015618,-32.45787788161863,619.2278775912771,farm,123
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.11120134326802,-32.39853991419851,1265.9812017123074,trader,68
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.33147741588365,-31.70657777960715,123.40970677048313,farm,24
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8593223487374,-31.652928861902886,147.86098826832455,farm,29
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.86007374232554,-32.49963431030371,616.9713891938692,farm,113
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.26426163842325,-32.46223326492772,1847.30520917721,farm,369
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.33911471792163,-32.25958642605851,110.76151286833252,farm,24
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.1996393959116,-32.60533610598628,38.202967554191694,farm,7
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.30365366768774,-32.22728733425655,203.03183695864067,farm,40
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8217228286258,-31.917391909504346,17.99549940867995,farm,4
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.30353950801359,-31.710182776405645,305.85899696277573,farm,55
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.7606470754808,-31.804058515809515,2599.401867473783,farm,468
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.35042932305817,-32.259165110665464,80.14916350320215,farm,16
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.24343295601977,-31.820305359185486,170.37037310029223,farm,34
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.30963723856837,-32.49050876212862,298.02214993999394,farm,62
21,NA,NA,25/10/2024,NA,NA,NA,NA,NA,NA,NA,NA,150.63465104731233,-32.12224961377882,1335.1624508470388,stud farm,127
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.54033105269733,-32.02997358112939,154.3475461110147,farm,31
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.42926506360556,-31.955303910057644,39.974959552298515,farm,7
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.58093377778346,-31.65677524964135,130.23424437766326,farm,26
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.55984620223776,-31.974835639153845,109.72212041133977,farm,19
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.40702332884624,-32.2602755856598,62.49281846271798,farm,12
27,NA,NA,08/11/2024,NA,NA,NA,NA,NA,NA,NA,NA,150.66693586026133,-31.984320608256894,1877.7519758448377,farm,338
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.4570265901608,-31.9179994713558,129.27601328094403,farm,23
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.42170309381245,-31.86119232671585,17.749542494018392,farm,5
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.256680349296,-32.118041266146435,34.48889055049241,farm,5
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.30938247105337,-31.766021151945324,89.01101990998961,farm,16
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.3650006551689,-32.31780380267992,407.0043690867554,farm,89
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.4630982746105,-32.60308048300227,483.54933897510574,farm,87
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.25068675269162,-32.05818438702122,68.41909662143065,farm,13
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.5591005230885,-32.34897021513744,80.9986723259569,farm,16
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.21807352053295,-31.65671984769024,72.4853010911132,farm,14
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.12975762758248,-32.00099880086586,41.85904785740795,farm,7
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.3892896316251,-31.78220893117114,116.92346421152762,farm,25
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.33320372487242,-32.0627740127572,30.186413936768655,saleyard,69
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.35245096634014,-31.6140000604194,109.73075818146235,farm,18
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.21649917921215,-32.245425601045845,52.8374131089628,farm,10
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.30938247105337,-31.761839111481333,113.01452814132679,farm,20
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.39466483105326,-32.42160335646342,205.673053053695,farm,37
